Название;Ссылка;Информация;Изображение
DeliGo;https://www.napartner.ru/startup/14232;Размер инвестиций: 15 000 000 р.Условия: 20 %Срок окупаемости: 36 мес. Автомобильный / Железнодорожный Россия, Москва;https://www.napartner.ru/images/startup/ba918f6c51d9c4d761fc983f866058fc.png
"Инновационное сантехническое устройство ""Биде-автомат"" для интимной гигиены: средство современной цивилизации, так же как унитаз, доступное в любой, нужный момент.";https://www.napartner.ru/startup/14231;Размер инвестиций: 10 000 000 р.Условия: 50 %Срок окупаемости: 18 мес. Мебельное Россия, Москва;https://www.napartner.ru/images/startup/cda941dcd3548f7506ea3c177809a7f9.jpg
BERAGAM - Интернет-магазин с доставкой. Доставка продуктов и товаров из любых офлайн магазинов.;https://www.napartner.ru/startup/14226;Размер инвестиций: 22 000 000 р.Условия: 40 %Срок окупаемости: 28 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/60567ca50f2187e184f5c6b5a4d9777f.jpg
Производство систем противодымной и противопожарной вентиляции;https://www.napartner.ru/s/ventz/;Размер инвестиций: 5 000 000 р.Условия: 51 %Срок окупаемости: 36 мес. Строительное Россия, Москва;https://www.napartner.ru/images/startup/7fbcd69600acef8a12fb542f9ca73587.jpg
Подорожник;https://www.napartner.ru/startup/14208;Размер инвестиций: 1 000 000 р.Условия: 60 %Срок окупаемости: 36 мес. Железо / Гаджеты Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/5fa0afc7b55ef4d2211c0fb50b2f3b38.jpg
Сладкие Штучки;https://www.napartner.ru/s/sladkie_shtuchki/;Размер инвестиций: 3 000 000 р.Условия: 10 %Срок окупаемости: 4 мес. Продукты питания Россия, Волгоград;https://www.napartner.ru/images/startup/b8d427f2599fa65c541da6391b117680.jpg
Ocugine Services - Экосистема для разработчиков игр и мобильных приложений;https://www.napartner.ru/s/ocugine/;Размер инвестиций: 7 500 000 р.Условия: 15 %Срок окупаемости: 12 мес. Cloud computing Россия, Пермь;https://www.napartner.ru/images/startup/10e826f5d871d3c3d435b64e79b0f1b0.jpg
Производство стелек и шнурков для обуви ТМ КАПС;https://www.napartner.ru/startup/14195;Размер инвестиций: 6 000 000 р.Условия: 30 %Срок окупаемости: 8 мес. Спортивные товары Россия, Москва;https://www.napartner.ru/images/startup/715b1d1bafaf00789bd84e88f7a7a550.jpg
Инвестирование в действующий деревообрабатывающий завод - Эльбрус.;https://www.napartner.ru/startup/14190;Размер инвестиций: 10 000 000 р.Условия: 10 %Срок окупаемости: 18 мес. Строительное Россия, Москва;https://www.napartner.ru/images/startup/f187cde6d5dafc5700f94ff792bd4ac0.jpg
Завод по производству безобжигового строительного вяжущего и вулканизуемой мастики на основе биополимеров;https://www.napartner.ru/startup/14170;Размер инвестиций: 38 000 000 р.Условия: 100 %Срок окупаемости: 24 мес. Химическая Россия, Чебоксары;https://www.napartner.ru/images/startup/faff61367c8940a9804dea25000f04f5.jpg
В действующий бизнес - SMM агентство приглашается инвестор-партнер;https://www.napartner.ru/s/Hope/;Размер инвестиций: 300 000 р.Условия: 15 %Срок окупаемости: 10 мес. Рекламные сети Россия;https://www.napartner.ru/images/startup/d93b09894cdb7dc8abb8396834d0e69d.jpg
Сервис ОК;https://www.napartner.ru/startup/14135;Размер инвестиций: 10 000 $Условия: 49 %Срок окупаемости: 12 мес. Бытовые услуги Беларусь, Минск;https://www.napartner.ru/images/startup/c8d4bce45e70097fc637a12a4c01923f.jpg
Цветные линзы;https://www.napartner.ru/startup/14131;Размер инвестиций: 1 000 000 р.Условия: 20 %Срок окупаемости: 6 мес. Косметика Россия, Москва;https://www.napartner.ru/images/startup/578fd4740d42955a4cb22534d4501cb6.jpg
фитнес- бутик;https://www.napartner.ru/startup/14106;Размер инвестиций: 1 500 000 р.Условия: 20 %Срок окупаемости: 24 мес. Салон красоты Россия, Курск;https://www.napartner.ru/images/startup/d47b7c1151119ab390ab15948aa77568.jpg
Well.Do;https://www.napartner.ru/s/welldo/;Размер инвестиций: 8 000 000 р.Условия: 40 %Срок окупаемости: 24 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/5bf12c10a799a6edbd15197dc95ff822.png
Автоматизированная обучающая SaaS платформа для школьников;https://www.napartner.ru/startup/14091;Размер инвестиций: 6 000 000 р.Условия: 10 %Срок окупаемости: 36 мес. SaaS Россия, Москва;https://www.napartner.ru/images/startup/859d7434779c78ff2d1fbcb22a04db6d.jpg
"IT-Парк ""Полуостров игр""";https://www.napartner.ru/s/fcscrimea/;Размер инвестиций: 6 900 000 р.Условия: 50 %Срок окупаемости: 18 мес. Игорный бизнес Россия;https://www.napartner.ru/images/startup/d53ee26d55f7f05e0183afad25821c5f.jpg
Производство современных судов на воздушной подушке;https://www.napartner.ru/s/MarshalHovercraft/;Размер инвестиций: 15 000 000 р.Условия: 40 %Срок окупаемости: 36 мес. Машиностроение Россия, Нижний Новгород;https://www.napartner.ru/images/startup/448dd2d6822bf00c9c09aa5419276451.jpg
Строительный портал www.naStroike.by (вся Беларусь);https://www.napartner.ru/s/nastroike_by/;Размер инвестиций: 15 000 $Условия: 33 %Срок окупаемости: 36 мес. Социальные сервисы Беларусь;https://www.napartner.ru/images/startup/2e867ccd3dc8c51e343d4b0f8ac6cc58.png
ZAVAR BAZAR;https://www.napartner.ru/startup/14043;Размер инвестиций: 3 500 000 р.Условия: 50 %Срок окупаемости: 21 мес. Продукты питания Россия, Москва;https://www.napartner.ru/images/startup/6fe6bacf35898c4728af145be7a9d341.jpg
Машиностроительное производство по выпуску автоматизированных рентгеновских систем контроля качества;https://www.napartner.ru/s/chelspecmash/;Размер инвестиций: 71 200 000 р.Условия: 50 %Срок окупаемости: 24 мес. Машиностроение Россия, Челябинск;https://www.napartner.ru/images/startup/05c6406ad7345f7c0e651b970ee1bc2d.png
Действующий бизнес с оборотом в 30млн.руб/год. Сеть магазинов велосипедов и мототехники на Северо-Западе РФ;https://www.napartner.ru/s/extremetrade/;Размер инвестиций: 10 000 000 р.Срок окупаемости: 12 мес. Автомобили / мотоциклы Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/82693fe2089657fe4f879c272c90133e.jpg
"Строительство автомоек самообслуживания. ""Империя автомоек""";https://www.napartner.ru/startup/14018;Размер инвестиций: 17 000 000 р.Условия: 20 %Срок окупаемости: 24 мес. Автосервис / автошкола Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/b37a87560640d1c9325b5a0689eedfc1.jpg
ИНТЕРНЕТ ПОРТАЛ В СФЕРЕ СВАДЕБНОЙ ИНДУСТРИИ;https://www.napartner.ru/s/julia/;Размер инвестиций: 5 620 000 р.Условия: 20 %Срок окупаемости: 12 мес. Поисковые сервисы Россия, Краснодар;https://www.napartner.ru/images/startup/04bff8ec0754432fdaaddb9e02ba0d3d.jpg
Сервис доставки здорового питания по подписке Magic Menu;https://www.napartner.ru/s/magicmenu1/;Размер инвестиций: 980 000 р.Условия: 50 %Срок окупаемости: 9 мес. Пищевое Россия, Казань;https://www.napartner.ru/images/startup/1ac2e4b6fd38b74fc7f7e4bfed640902.jpg
"Сеть барбершопов ""BORODACH""";https://www.napartner.ru/startup/13991;Размер инвестиций: 2 500 000 р.Срок окупаемости: 27 мес. Салон красоты Россия, Москва;https://www.napartner.ru/images/startup/9388cfc1b3510d06a070e444cc91b86d.jpg
Действующий бизнес с оборотом в 150млн.р по строительству и сдаче в аренду футбольных манежей;https://www.napartner.ru/startup/13990;Размер инвестиций: 150 000 000 р.Условия: 21 %Срок окупаемости: 24 мес. Бытовые услуги Россия, Москва;https://www.napartner.ru/images/startup/0fcb2cab5b6366a0ac065f6f11e24e35.png
Каталог всего ценного, что было создано в мировом графическом искусстве;https://www.napartner.ru/s/corchaos/;Размер инвестиций: 500 000 р.Условия: 45 %Срок окупаемости: 12 мес. Веб-приложения;https://www.napartner.ru/images/startup/44efbc67501f6fedf04d3eea583c686e.jpg
Сеть клиник аппаратной косметологии;https://www.napartner.ru/s/nofilter/;Размер инвестиций: 50 000 000 р.Условия: 20 %Срок окупаемости: 24 мес. Клиники/Мед центры Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/5181200af525e96e386fa811183448ee.jpg
GeoGuru- социальная сеть для путешественников;https://www.napartner.ru/startup/13960;Размер инвестиций: 250 000 $Условия: 50 %Срок окупаемости: 48 мес. Туризм Тайланд, Бангкок;https://www.napartner.ru/images/startup/69547c367657606b3487cdfc2c64275e.png
"Технический  центр ""Хранители истории""";https://www.napartner.ru/s/history/;Размер инвестиций: 6 900 000 р.Условия: 20 %Срок окупаемости: 29 мес. Туризм Беларусь;https://www.napartner.ru/images/startup/bb6f3acc689f027e11e7d1c96fd8180d.png
"""MY REALITY""  VR- полигон для командных игр детей и взрослых";https://www.napartner.ru/s/poligonvr/;Размер инвестиций: 2 500 000 р.Условия: 50 %Срок окупаемости: 16 мес. Аттракционы Россия, Ростов-на-Дону;https://www.napartner.ru/images/startup/67a9fc9c7f8b5a96819e488fab2063e0.jpg
Формунг - изготовление деталей из металла на заводах-партнерах;https://www.napartner.ru/s/formung/;Размер инвестиций: 12 000 000 р.Условия: 20 %Срок окупаемости: 15 мес. Машиностроение Россия, Москва;https://www.napartner.ru/images/startup/470cb83658c6f364294b4c40b247c00a.png
Производство грузовых трициклов;https://www.napartner.ru/startup/13887;Размер инвестиций: 60 000 000 р.Условия: 50 %Срок окупаемости: 18 мес. Машиностроение;https://www.napartner.ru/images/startup/b27f777ee592bbd89d3f24789690aca8.jpg
Человекоподобный робот KIKI;https://www.napartner.ru/s/robotkiki/;Размер инвестиций: 1 500 000 $Условия: 50 %Срок окупаемости: 36 мес. Железо / Гаджеты;https://www.napartner.ru/images/startup/7fc9f1adb6f69d59369266c708f3887c.png
Международное издательство;https://www.napartner.ru/s/vitaspace/;Размер инвестиций: 10 000 000 р.Условия: 40 %Срок окупаемости: 18 мес. Полиграфическое Россия, Москва;https://www.napartner.ru/images/startup/ca26d3feaa966f21c40879c87d0e7faf.png
Tabula Sense;https://www.napartner.ru/s/tabula/;Размер инвестиций: 20 000 000 р.Условия: 10 %Срок окупаемости: 36 мес. Мебельное Россия, Москва;https://www.napartner.ru/images/startup/4c109033787c7dda403c2c35cc663795.jpg
Производство развивающих ловкость игрушек с Вау-эффектом. Выход на международный рынок.;https://www.napartner.ru/s/spinguru/;Размер инвестиций: 3 400 000 р.Условия: 30 %Срок окупаемости: 18 мес. Спортивные товары Россия;https://www.napartner.ru/images/startup/c0ec78b3bcc89af201f44061db675b43.jpg
ICanDo.Group - производственная кондитерская компания;https://www.napartner.ru/s/ICanDo/;Размер инвестиций: 10 000 000 р.Условия: 49 %Срок окупаемости: 36 мес. Пищевое Россия, Москва;https://www.napartner.ru/images/startup/7270b46841ff85938428cb28df3331f6.jpg
Склад Контейнер;https://www.napartner.ru/startup/13789;Размер инвестиций: 2 000 000 р.Условия: 55 %Срок окупаемости: 12 мес. Строительное Россия, Москва;https://www.napartner.ru/images/startup/7ea239a73f0e9a4099d6012e97dc4077.jpg
Раскрутка группы в vk - Интроверт;https://www.napartner.ru/startup/13788;Размер инвестиций: 3 000 000 р.Условия: 50 %Срок окупаемости: 10 мес. Интернет-медиа;https://www.napartner.ru/images/startup/3b9b3c2b5ec6c8661149e24b83a6f60f.jpg
Snackboard;https://www.napartner.ru/s/snackboard/;Размер инвестиций: 2 500 000 р.Условия: 25 %Срок окупаемости: 24 мес. Пищевое Россия, Москва;https://www.napartner.ru/images/startup/daf380f38db93a31cb9879a9616f9bda.png
ООО Массив - погрузка железнодорожных вагонов;https://www.napartner.ru/startup/13776;Размер инвестиций: 17 500 000 р.Срок окупаемости: 36 мес. Сырье Россия, Череповец;https://www.napartner.ru/images/startup/bef557acafddbd8b873cb7a22e32ddbe.jpg
Мои ГосЗакупки;https://www.napartner.ru/s/moigoszakupki/;Размер инвестиций: 2 000 000 р.Условия: 40 %Срок окупаемости: 12 мес. Продукты питания Россия, Москва;https://www.napartner.ru/images/startup/91019483804a88c4ebf643672f4f696d.jpg
Требуется партнер  с техникой, инвестор.;https://www.napartner.ru/startup/13771;Размер инвестиций: 133 000 000 р.Условия: 70 %Срок окупаемости: 36 мес. Подводно-технические работы Россия, Москва;https://www.napartner.ru/images/startup/44b6d7c65730c997d0d57e19c71b8f92.jpg
Бренд спортивной одежды;https://www.napartner.ru/s/delta/;Размер инвестиций: 6 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. Спортивные товары Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/667e430c0109864ac04deaf04861aaa9.png
Он-лайн сервис аренды спецтехники;https://www.napartner.ru/s/cavox/;Размер инвестиций: 30 000 000 р.Условия: 35 %Срок окупаемости: 21 мес. Поисковые сервисы Россия, Москва;https://www.napartner.ru/images/startup/1fcbf2f825d57e76310ba5eca5ba0ce8.jpg
Веганское бистро формата take away;https://www.napartner.ru/startup/13764;Размер инвестиций: 4 500 000 р.Условия: 40 %Срок окупаемости: 24 мес. Рестораны/Клубы Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/94d8f04a921a48020ed67c48f5d352d8.png
Интернет-магазин по домашнему текстилю Галактика текстиля;https://www.napartner.ru/startup/13761;Размер инвестиций: 5 000 000 р.Условия: 40 %Срок окупаемости: 12 мес. Товары для домашнего интерьера, хобби и творчества Россия, Москва;https://www.napartner.ru/images/startup/657431701182516e007de4d88bd9ed28.png
"Магазин экопродуктов ""СЫРОЕДОВ""";https://www.napartner.ru/startup/13749;Размер инвестиций: 7 800 000 р.Условия: 49 %Срок окупаемости: 36 мес. Продукты питания Россия, Москва;https://www.napartner.ru/images/startup/6e68b0bd0338f18a6d91e811be2e44bb.png
трольчат;https://www.napartner.ru/s/trollchat/;Размер инвестиций: 1 000 000 р.Условия: 50 %Срок окупаемости: 36 мес. Социальные сервисы Россия, Сим;https://www.napartner.ru/images/startup/32b8953fb7d975c5efadd44d9775cc33.jpg
Mary Wong;https://www.napartner.ru/s/marywong/;Размер инвестиций: 95 000 000 р.Условия: 80 %Срок окупаемости: 36 мес. Рестораны/Клубы Россия, Ростов-на-Дону;https://www.napartner.ru/images/startup/bc376b0296c12b9ea3f9b114332fc8a5.jpg
Yord - платная видеоплатформа с полезным и высококачественным контентом.;https://www.napartner.ru/s/yordtv/;Размер инвестиций: 20 000 000 р.Условия: 7 %Срок окупаемости: 18 мес. SaaS Россия, Москва;https://www.napartner.ru/images/startup/c16952798266945b1b6205ee0b8b318d.png
АЛЬБА Мукомольное предприятие;https://www.napartner.ru/startup/13701;Размер инвестиций: 9 000 000 р.Условия: 33 %Срок окупаемости: 16 мес. Пищевое Россия, Новосибирск;https://www.napartner.ru/images/startup/34cc555f30b01af212c672de9ef50c65.jpg
BitRunner;https://www.napartner.ru/startup/13686;Размер инвестиций: 11 000 000 р.Условия: 30 %Срок окупаемости: 12 мес. Мобильные сервисы Россия, Москва;https://www.napartner.ru/images/startup/aec814ee18d7d3c82dc8db4e01d9a1a4.jpg
Стрелковый клуб;https://www.napartner.ru/startup/13681;Размер инвестиций: 5 000 000 р.Условия: 50 %Срок окупаемости: 18 мес. Рестораны/Клубы Россия, Москва;https://www.napartner.ru/images/startup/ac8ca285de6918491efb5d2de720268f.jpg
"Юридическая компания ""Авангард Консалтинг""";https://www.napartner.ru/s/avangardcons/;Размер инвестиций: 2 000 000 р.Условия: 76 %Срок окупаемости: 36 мес. Животные Россия, Москва;https://www.napartner.ru/images/startup/58dfe6f2f54faa00988bdf43bd0d8dbc.jpg
Студия звукозаписи However;https://www.napartner.ru/s/studioHowever/;Размер инвестиций: 1 000 000 р.Условия: 40 %Срок окупаемости: 9 мес. Фотоуслуги / Фотостудии Россия, Москва;https://www.napartner.ru/images/startup/bc9fadcd6e0c4c1cdc8fd8610604bf2b.png
Уральские Композитные Технологии;https://www.napartner.ru/startup/13655;Размер инвестиций: 4 200 000 р.Условия: 40 %Срок окупаемости: 14 мес. Машиностроение Россия, Екатеринбург;https://www.napartner.ru/images/startup/8ee2d111b42ba1730140dc33bfd748ab.png
MIR - Мобильное приложение-маркетплейс;https://www.napartner.ru/startup/13654;Размер инвестиций: 3 650 000 р.Условия: 10 %Срок окупаемости: 36 мес. E-commerce Россия, Москва;https://www.napartner.ru/images/startup/8582dd57ed58a683469dd36f322f8fd0.jpg
LOOKITWOOD;https://www.napartner.ru/s/lookitwood/;Размер инвестиций: 3 300 000 р.Условия: 30 %Срок окупаемости: 13 мес. Товары для домашнего интерьера, хобби и творчества Россия, Москва;https://www.napartner.ru/images/startup/5505aae1717812b582b12508b59dfce2.jpg
Выращивание клубники круглый год;https://www.napartner.ru/s/strawberry/;Размер инвестиций: 10 000 000 р.Условия: 50 %Срок окупаемости: 11 мес. Растениеводство Россия;https://www.napartner.ru/images/startup/031feb2ed11acaa1207aae372406ab55.jpg
Единая служба заказов и доставки еды города Худжанда;https://www.napartner.ru/startup/13620;Размер инвестиций: 300 000 р.Условия: 20 %Срок окупаемости: 18 мес. Рестораны/Клубы Таджикистан, Худжанд;https://www.napartner.ru/images/startup/3cfd139298c39c076f515110809c8085.jpg
Деловой Советник;https://www.napartner.ru/s/counsellor/;Размер инвестиций: 3 000 000 р.Условия: 10 % E-commerce Россия, Казань;https://www.napartner.ru/images/startup/b2da8f812cd7d8f2e00711d45fe0c12d.jpg
Строительная компания 2 этажа;https://www.napartner.ru/startup/13612;Размер инвестиций: 17 000 000 р.Условия: 20 %Срок окупаемости: 12 мес. Жилая Россия, Оренбург;https://www.napartner.ru/images/startup/9acc1c1a11ef0ef479e6e4f8a8bf2824.jpg
Производство в Крыму соков прямого отжима;https://www.napartner.ru/startup/13575;Размер инвестиций: 10 000 000 р.Условия: 33 %Срок окупаемости: 24 мес. Пищевое Россия;https://www.napartner.ru/images/startup/798412e435390b347bc380a7b39e2922.jpg
Выпуск тестомеса-миксера вакуум-давления УВМ-25;https://www.napartner.ru/startup/13505;Размер инвестиций: 2 000 000 р.Условия: 49 %Срок окупаемости: 16 мес. Пищевое Россия, Чебоксары;https://www.napartner.ru/images/startup/60696440bd2e5460f2c8ae40e7652b92.jpg
BIRANGO;https://www.napartner.ru/startup/13504;Размер инвестиций: 82 910 737 р.Условия: 49 %Срок окупаемости: 19 мес. SaaS Россия, Казань;https://www.napartner.ru/images/startup/2e3dbb3f6aef6b5bf9106f61673f912b.png
Он-лайн магазин нижнего белья и купальников ручной работы собственного производства;https://www.napartner.ru/startup/13474;Размер инвестиций: 2 200 000 р.Условия: 50 %Срок окупаемости: 12 мес. Одежда и обувь Россия, Комсомольск-на-Амуре;https://www.napartner.ru/images/startup/d5d1018f8b01284ef977b9e8ca03ad3d.jpg
пРостая CRM;https://www.napartner.ru/startup/13461;Размер инвестиций: 4 164 836 р.Условия: 49 %Срок окупаемости: 6 мес. Софт Россия, Омск;https://www.napartner.ru/images/startup/eeb34dcdc4963121bc105164616897ba.png
Модульные фермы;https://www.napartner.ru/startup/13460;Размер инвестиций: 2 000 000 р.Условия: 49 %Срок окупаемости: 24 мес. Животноводство Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/918a7abf57ad2d34aacca9e31ffad6b6.jpg
Производство детских игр и игрушек.;https://www.napartner.ru/s/polnotsvet/;Размер инвестиций: 15 000 000 р.Условия: 49 %Срок окупаемости: 24 мес. Полиграфическое Россия, Москва;https://www.napartner.ru/images/startup/3bea60b8b02c425d262efbd2d74262bb.jpg
Производство и продажа подарочных наборов для девушек Natural Form. 90% уже все готово, даже постоянные клиенты есть! Деньги нужны на рекламу и расширение;https://www.napartner.ru/startup/13436;Размер инвестиций: 500 000 р.Условия: 30 %Срок окупаемости: 10 мес. Косметика Россия, Москва;https://www.napartner.ru/images/startup/385fdd742e7a90384b95f0295778580a.jpg
Производство деревянных игрушек г. Москва;https://www.napartner.ru/startup/13409;Размер инвестиций: 10 000 000 р.Условия: 25 %Срок окупаемости: 24 мес. Мебельное Россия;https://www.napartner.ru/images/startup/df7f5f89ee280505cfdde51c77eb3637.jpg
FORM - Центр комплексной обработки материалов / Фрезерная резка и интерьерная печать;https://www.napartner.ru/s/form/;Размер инвестиций: 3 910 000 р.Условия: 30 %Срок окупаемости: 19 мес. Полиграфическое Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/d6b5eca8d1507f4970916cd9d00d25c5.jpg
Ищем инвестора для расширения географии продаж продуктов собственного производства в сфере ЖКХ;https://www.napartner.ru/startup/13390;Размер инвестиций: 3 000 000 р.Срок окупаемости: 36 мес. Химическая Россия;https://www.napartner.ru/images/startup/cad8609768179fea4c3617d32eef59e3.gif
JooBi - Online Сервис Мастеров Красоты;https://www.napartner.ru/s/joobi/;Размер инвестиций: 2 000 000 р.Условия: 20 %Срок окупаемости: 18 мес. Социальные сервисы;https://www.napartner.ru/images/startup/597ba22bd22d5a7ac97d81a33b448ec2.png
"Фабрика сна- ""Облако"".Розничная торговля, производство мебели";https://www.napartner.ru/s/oblakosna/;Размер инвестиций: 2 000 000 р.Условия: 30 %Срок окупаемости: 18 мес. Мебель Россия, Ростов-на-Дону;https://www.napartner.ru/images/startup/dbc6b659b82f3ef8214a5e781ad82071.jpg
limmi - Текстиль для дома;https://www.napartner.ru/s/limmi/;Размер инвестиций: 10 000 000 р.Условия: 40 %Срок окупаемости: 12 мес. Товары для домашнего интерьера, хобби и творчества Россия, Москва;https://www.napartner.ru/images/startup/86b79f3316a07c03f449a53fb9f2fac0.jpg
проведение боев без правил в Сочи;https://www.napartner.ru/startup/13355;Размер инвестиций: 7 020 161 р.Условия: 25 %Срок окупаемости: 1 мес. Туризм Россия, Сочи;https://www.napartner.ru/images/startup/7a97b84c70914e51e7d69bf55382c417.png
Получение товарного чугуна путем рециклинга неиспользуемых металлосодержащих отходов ( окалина);https://www.napartner.ru/s/signal/;Размер инвестиций: 9 500 000 р.Условия: 40 %Срок окупаемости: 24 мес. Металлургическая Россия, Екатеринбург;https://www.napartner.ru/images/startup/732db2ec6bcad2ce6793a23d09799e5a.jpg
Производство и реализация трикотажных изделий с широким диапазоном фактуры под собственной торговой маркой Petrovna;https://www.napartner.ru/startup/13329;Размер инвестиций: 3 500 000 р.Условия: 30 %Срок окупаемости: 12 мес. Одежда и обувь Россия, Москва;https://www.napartner.ru/images/startup/8a61e36fa4cca950e5ca6f1cafb2bdc9.jpg
VoIP оператор связи;https://www.napartner.ru/startup/13316;Размер инвестиций: 1 500 000 $Условия: 45 %Срок окупаемости: 36 мес. VoiP;https://www.napartner.ru/images/startup/4890f4b0336fb902ac55ac06b8809785.jpg
Производство профессиональной косметики под собственной торговой маркой заказчика (СТМ);https://www.napartner.ru/s/pointcosmetic/;Размер инвестиций: 7 000 000 р.Условия: 20 %Срок окупаемости: 14 мес. Пищевое Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/0c01da51eb8d52505feda182dca897ff.jpg
Запись музыкального альбома;https://www.napartner.ru/s/showbussines/;Размер инвестиций: 7 000 000 р.Условия: 50 %Срок окупаемости: 20 мес. Entertainment-бизнес Россия, Пермь;https://www.napartner.ru/images/startup/145b6d4e80c7db2d51365ff67912ff8a.png
Производство и продажа инновационной игровой клавиатуры;https://www.napartner.ru/s/mayam/;Размер инвестиций: 16 000 000 р.Условия: 50 %Срок окупаемости: 12 мес. Железо / Гаджеты Россия, Нижний Новгород;https://www.napartner.ru/images/startup/c005a7a24fa1ca9ad5ebad2554b97a29.png
SLONBOOK;https://www.napartner.ru/startup/13285;Размер инвестиций: 1 000 000 р.Условия: 20 %Срок окупаемости: 24 мес. Салон красоты Россия, Москва;https://www.napartner.ru/images/startup/2b06b0ec02c1c62b6f287ba71582ab1e.png
Jasa - «Уберизировать» сферу краткосрочного найма профессионалов;https://www.napartner.ru/s/jasa/;Размер инвестиций: 154 060 $Условия: 49 %Срок окупаемости: 7 мес. Рабочие специальности Киргызстан;https://www.napartner.ru/images/startup/6fd57b80868b33c1f0c99f45d1c20f53.png
Сыр,томат и аромат;https://www.napartner.ru/s/stapizza/;Размер инвестиций: 5 000 000 р.Условия: 25 %Срок окупаемости: 18 мес. Продукты питания Россия, Новосибирск;https://www.napartner.ru/images/startup/f003fb8ed340aee69e6c2ba2cd138252.jpg
First Cybersport University;https://www.napartner.ru/startup/13250;Размер инвестиций: 1 000 000 р.Условия: 30 %Срок окупаемости: 6 мес. Специальное и высшее образование Россия, Краснодар;https://www.napartner.ru/images/startup/8f6c5f1d6b3d380f63afe72702b48661.jpg
"«Производство ПВХ линолеума 1,5; 2,0; 2,5; 3,0 ; 3,5 ; 4,0 метра  на теплозвукоизоляционной основе в бытовом и  полукоммерческом варианте»";https://www.napartner.ru/startup/13249;Размер инвестиций: 30 000 000 р.Условия: 30 %Срок окупаемости: 9 мес. Строительное Россия, Екатеринбург;https://www.napartner.ru/images/startup/14d236bb505a07f6c4932edd12b8f2de.jpg
ВкусНаДом - семейные ужины по подписке;https://www.napartner.ru/s/vnd/;Размер инвестиций: 27 000 000 р.Условия: 25 %Срок окупаемости: 36 мес. Продукты питания Россия, Москва;https://www.napartner.ru/images/startup/feab34a6b4beb0c73cc7f3e38fd40a9a.png
Проект Кайлас;https://www.napartner.ru/startup/13238;Размер инвестиций: 300 000 000 р.Условия: 40 %Срок окупаемости: 18 мес. Аттракционы Россия, Москва;https://www.napartner.ru/images/startup/cc893e181c057d45ebf116a43b280beb.jpg
СУХОПОЛ - производство модульной основы для водяных теплых полов;https://www.napartner.ru/startup/13195;Размер инвестиций: 10 000 000 р.Условия: 25 %Срок окупаемости: 36 мес. Строительное Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/6f96d4ade39d6a0df6a445097e67e4c0.jpg
Таксопарк нового поколения;https://www.napartner.ru/startup/13136;Размер инвестиций: 10 000 000 р.Условия: 20 %Срок окупаемости: 8 мес. Такси Россия, Москва;https://www.napartner.ru/images/startup/d2b9fe3a3653494d2e9d4c2e52a22482.jpg
Первый крематорий в Алматы;https://www.napartner.ru/startup/13133;Размер инвестиций: 44 000 000 р.Условия: 80 %Срок окупаемости: 48 мес. Ритуальные услуги Казахстан, Алма-Ата;https://www.napartner.ru/images/startup/ff4fb4cf3babcf899692955ebd9b3b73.jpg
LookFinder;https://www.napartner.ru/s/lookfinder/;Размер инвестиций: 5 000 000 р.Условия: 10 %Срок окупаемости: 10 мес. Веб-приложения Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/88e5eefa746a1eca5e9ab302ddd5741c.png
Eventr;https://www.napartner.ru/startup/13103;Размер инвестиций: 4 000 000 р.Условия: 10 %Срок окупаемости: 18 мес. SaaS Россия;https://www.napartner.ru/images/startup/c82773dd3dad877b2256c3eed71788f8.png
Производство средства стимуляции роста новых волос (лица,головы);https://www.napartner.ru/s/endless/;Размер инвестиций: 5 500 000 р.Условия: 25 %Срок окупаемости: 24 мес. Косметика Россия, Москва;https://www.napartner.ru/images/startup/db914b787a498161dda71703c773b54e.png
Устройство для освобождения СПАСАТЕЛЬНОГО ПЛОТА;https://www.napartner.ru/startup/13081;Размер инвестиций: 1 000 000 р.Условия: 55 %Срок окупаемости: 12 мес. Морской / речной Россия, Санкт-Петербург;https://www.napartner.ru/images/startup/85c3324c9da2ceff3305f18464dc5668.png
Wrong Place;https://www.napartner.ru/s/wrongplace/;Размер инвестиций: 3 800 000 р.Условия: 45 %Срок окупаемости: 12 мес. Entertainment-бизнес Россия, Москва;https://www.napartner.ru/images/startup/d4760adb613715e9e28a4ce431d734b7.jpg
Турнирная платфомра star-cup.ru;https://www.napartner.ru/s/starcup/;Размер инвестиций: 300 000 р.Условия: 50 %Срок окупаемости: 12 мес. Веб-приложения;https://www.napartner.ru/images/startup/9e7c09b8149b9d39602e228c79d0b8f3.jpg
